name;location;price_range_min;price_range_max;room_with_open_air_bath;rental_open_air_tubs;rental_indoor_tubs;rental_both_indoor_outdoor_tubs;tripadvisor_rating;tags;description;transportation;lat;lon;url
La Vista Furano Hills;5-14 Asahi-machi, Furano-shi, Hokkaido, Japan;17300;46900;0;False;True;False;4.7;['Rental hot spring baths for private use', 'Enjoy hot spring in snow', 'Hokkaido Region', 'Hokkaido', 'Furano & Biei Onsen', 'Asahikawa (Asahikawa Airport)'];Book La Vista Furano Hills in Furano Onsen (Hokkaido) Opened on 14th December 2019, it is just a three-minute walk from the JR Furano Station, and serves as an excellent hub for sightseeing in Furano and Biei. It only takes 15 minutes by car to travel to the Furano Ski Resort from La Vista Furano Hills. Mainly consisting of yoshitsu (western-style rooms), it has 180 guest rooms in total. Large public onsen baths (with open-air baths) are located on the top floor, and three rental baths outside the rooms for private use are also available. As to dining, you can enjoy dinner with a choice of three courses, and buffet offering more than 100 types of Japanese and western food.;(1) One hour by bus from Asahikawa Airport to Furano Station, then 3 minutes on foot (2) Two hours 40 minutes by bus from Sapporo Station Bus Terminal to Furano Station, then 3 minutes on foot (3) 50 minutes by JR Limited Express from Sapporo Station to Takikawa Station, then one hour 10 minutes by JR Nemuro Main Line to Furano Station and 3-min walk from there The required times may slightly vary depending on the time of day. | (1) One hour by bus from Asahikawa Airport to Furano Station, then 3 minutes on foot | (2) Two hours 40 minutes by bus from Sapporo Station Bus Terminal to Furano Station, then 3 minutes on foot | (3) 50 minutes by JR Limited Express from Sapporo Station to Takikawa Station, then one hour 10 minutes by JR Nemuro Main Line to Furano Station and 3-min walk from there;43.349039560812;142.38941272832;https://selected-ryokan.com/ryokan/la-vista-furano-hills_hokkaido.html
Ibusuki Phoenix Hotel;4320 Juni-cho, Ibusuki-shi, Kagoshima, Japan;17100;32200;6;False;True;False;3.6;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'All rooms have hot spring baths', 'Interesting hot springs', 'Sea view', 'Kyushu & Okinawa Region', 'Kagoshima', 'Ibusuki Onsen', 'Kagoshima (Kagoshima Airport)'];Book Ibusuki Phoenix Hotel in Ibusuki Onsen (Kagoshima) All rooms offer a view of the ocean. All rooms have hot spring baths. Guests can enjoy hot spring sand bathing within the facilities. 25 min on foot to the natural hot spring sand bathing facility on the seashore.;(1) Two hours by bus from Kagoshima Airport to Ibusuki Station, or (2) one hour 30 minutes by JR Shinkansen from Hakata Station to Kagoshima Chuo Station, then 50 minutes by JR Limited Express to Ibusuki Station and 10-min taxi ride from there The required times may slightly vary depending on the time of day. | (1) Two hours by bus from Kagoshima Airport to Ibusuki Station, or (2) one hour 30 minutes by JR Shinkansen from Hakata Station to Kagoshima Chuo Station, then 50 minutes by JR Limited Express to Ibusuki Station and 10-min taxi ride from there;31.217867048093;130.643897992859;https://selected-ryokan.com/ryokan/ibusuki-phoenix-hotel_kagoshima_kyushu.html
Hakone Pax Yoshino;139-5 Yumotochaya, hakone-machi, Ashigarashimo-gun, Kanagawa, Japan;33700;98200;1;True;False;False;3.9;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'All rooms have hot spring baths', 'River view', 'Mountain view', 'Tokyo suburbs', 'Kanagawa', 'Hakone Onsen'];Book Hakone Pax Yoshino in Hakone Onsen (Kanagawa) With three types of semi-open-air private-use hot spring baths. The view of the mountains from spots such as the room and open-air baths is beautiful. All rooms have hot spring baths.;(1) One hour 30 minutes by Odakyu Limited Express from Shinjuku Station to Hakone-Yumoto Station, then 5 minutes by shuttle bus (Orange Bus) (2) 35 minutes by JR Shinkansen from Tokyo Station to Odawara Station, then 15 minutes by Hakone Tozan Railway to Hakone-Yumoto Station and 5-min shuttle bus (Orange Bus) ride from there The required times may slightly vary depending on the time of day. | (1) One hour 30 minutes by Odakyu Limited Express from Shinjuku Station to Hakone-Yumoto Station, then 5 minutes by shuttle bus (Orange Bus) | (2) 35 minutes by JR Shinkansen from Tokyo Station to Odawara Station, then 15 minutes by Hakone Tozan Railway to Hakone-Yumoto Station and 5-min shuttle bus (Orange Bus) ride from there;35.229282670295;139.096624143001;https://selected-ryokan.com/ryokan/hakone-pax-yoshino_hakone_kanagawa_tokyo-suburbs.html
Yutorelo-an;1300-119 Gora, Hakonemachi, Ashigarashimo-gun, Kanagawa, Japan;24200;79200;1;True;False;False;3.6;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Mountain view', 'Tokyo suburbs', 'Kanagawa', 'Hakone Onsen'];Book Yutorelo-an in Hakone Onsen (Kanagawa) A beautiful view from high up in the hills. There are four private open-air baths in the garden.;(1) One hour 30 minutes by Odakyu Limited Express from Shinjuku Station to Hakone-Yumoto Station, then 40 minutes by Hakone Tozan Railway to Gora Station and 4-min shuttle bus ride from there (Shuttle service runs from 3 pm to 6 pm every day) (2) 35 minutes by JR Shinkansen from Tokyo Station to Odawara Station, one hour by Hakone Tozan Railway from Odawara Station to Gora Station, then 6 minutes by Hakone Tozan Cable Car to Naka-Gora Station and 3-min walk from there The required times may slightly vary depending on the time of day. | (1) One hour 30 minutes by Odakyu Limited Express from Shinjuku Station to Hakone-Yumoto Station, then 40 minutes by Hakone Tozan Railway to Gora Station and 4-min shuttle bus ride from there (Shuttle service runs from 3 pm to 6 pm every day) | (2) 35 minutes by JR Shinkansen from Tokyo Station to Odawara Station, one hour by Hakone Tozan Railway from Odawara Station to Gora Station, then 6 minutes by Hakone Tozan Cable Car to Naka-Gora Station and 3-min walk from there;35.24707803747;139.040947518796;https://selected-ryokan.com/ryokan/yutorelo-an_hakone_kanagawa_tokyo-suburbs.html
Nagomitsuki;11-18 Shonin Honmachi, Beppu-shi, Oita, Japan;29900;53400;1;False;False;False;3.8;['Rooms with private open-air baths', 'All rooms have open-air hot spring', 'Kyushu & Okinawa Region', 'Oita', 'Beppu Onsen', 'Kokura (Kitakyushu Airport)', 'Oita (Oita Airport)'];Book Nagomitsuki in Beppu Onsen (Oita) All twelve rooms come with open-air baths where you can enjoy fresh hot spring water straight from the source.;(1) 50 minutes by bus from Oita Airport to Beppu Station / Beppu Kitahama, (2) two hours by JR Limited Express from Hakata Station to Beppu Station, or (3) two hours by bus from Fukuoka Airport to Beppu Kitahama, then 15 minutes by shuttle bus (Advance booking required) (4) 20 minutes by bus from Kitakyushu Airport to Kusami Station, 10 minutes by JR Nippo Main Line from Kusami Station to Yukuhashi Station, then one hour by JR Limited Express to Beppu Station and 15-min shuttle bus ride from there (Advance booking required) The required times may slightly vary depending on the time of day. | (1) 50 minutes by bus from Oita Airport to Beppu Station / Beppu Kitahama, (2) two hours by JR Limited Express from Hakata Station to Beppu Station, or (3) two hours by bus from Fukuoka Airport to Beppu Kitahama, then 15 minutes by shuttle bus (Advance booking required) | (4) 20 minutes by bus from Kitakyushu Airport to Kusami Station, 10 minutes by JR Nippo Main Line from Kusami Station to Yukuhashi Station, then one hour by JR Limited Express to Beppu Station and 15-min shuttle bus ride from there (Advance booking required);33.314745;131.498286;https://selected-ryokan.com/ryokan/nagomituki_beppu_oita_kyushu.html
Kinugawa Hotel Mikazuki;1400 Ohara, Kinugawa Onsen, Nikko-shi, Tochigi, Japan;17600;66300;24;False;False;False;1.0;['Rooms with private open-air baths', 'Tokyo suburbs', 'Tochigi', 'Kinugawa Onsen'];Book Kinugawa Hotel Mikazuki in Kinugawa Onsen (Tochigi) The rooms that come with open-air baths are located on the highest spot in the area and provides a liberating view. There is a huge 100-meter hot spring bath that overlooks a gorge that you enter with a swimsuit. 40 minutes by train or taxi to Nikko Toshogu Shrine, a UNESCO World Heritage Site.;;36.825026672718;139.715013466643;https://selected-ryokan.com/ryokan/kinugawa-hotel-mikazuki_nikko-kinugawa_tochigi_tokyo-suburbs.html
Yufu no Oyado Yamamomiji;662, Yufuinchokawakita, Yufu-shi, Oita, Japan;21000;39200;1;False;False;False;3.4;['Rooms with private open-air baths', 'All rooms have open-air hot spring', 'Safe ryokans under the COVID-19 (coronavirus) pandemic', 'Kyushu & Okinawa Region', 'Oita', 'Yufuin Onsen', 'Oita (Oita Airport)'];Book Yufu no Oyado Yamamomiji in Yufuin Onsen (Oita) All rooms include open-air or indoor hot spring baths. A cozy little establishment with a total of fourteen rooms.;(1) 55 minutes by bus from Oita Airport to Yufuin Station, (2) one hour 40 minutes by bus from Fukuoka Airport to Yufuin Station, or (3) two hours 10 minutes by JR Limited Express from Hakata Station to Yufuin Station, then 7 minutes by taxi The required times may slightly vary depending on the time of day. | (1) 55 minutes by bus from Oita Airport to Yufuin Station, (2) one hour 40 minutes by bus from Fukuoka Airport to Yufuin Station, or (3) two hours 10 minutes by JR Limited Express from Hakata Station to Yufuin Station, then 7 minutes by taxi;33.264221997589;131.340756933829;https://selected-ryokan.com/ryokan/yufu-no-oyado-yamamomiji_yufuin_oita_kyushu.html
Kappo Ryokan Uoshizu, Yugawara;784 Miyakami, Yugawara-machi, Ashigarashimo-gun, Kanagawa, Japan;47200;99000;1;False;False;False;2.4;['Rooms with private open-air baths', 'All rooms have open-air hot spring', 'Traditional Japanese architecture', 'Safe ryokans under the COVID-19 (coronavirus) pandemic', 'Mountain view', 'Tokyo suburbs', 'Kanagawa', 'Hakone Onsen'];Book Kappo Ryokan Uoshizu in Hakone Yugawara Onsen (Kanagawa) All rooms include open-air hot spring baths. An old folk house-style inn built with traditional construction methods. Enjoy a hot spring bath surrounded by the mountainous scenery and trees in the forest.;(1) One hour 15 minutes by JR Limited Express from Tokyo Station to Yugawara Station, then 15 minutes by taxi (or 25 minutes by bus to Okuyugawara and 10-min walk from there) (2) 35 minutes by JR Shinkansen from Tokyo Station to Odawara Station, then 25 minutes by JR Tokaido Main Line to Yugawara Station and 15-min taxi ride from there The required times may slightly vary depending on the time of day. | (1) One hour 15 minutes by JR Limited Express from Tokyo Station to Yugawara Station, then 15 minutes by taxi (or 25 minutes by bus to Okuyugawara and 10-min walk from there) | (2) 35 minutes by JR Shinkansen from Tokyo Station to Odawara Station, then 25 minutes by JR Tokaido Main Line to Yugawara Station and 15-min taxi ride from there;35.165975370987;139.059027870679;https://selected-ryokan.com/ryokan/kappo-ryokan-uoshizu_hakone_kanagawa_tokyo-suburbs.html
Seiranso Ryokan, Yugawara;679 Miyakami, Yugawara-machi, Ashigarashimo-gun, Kanagawa, Japan;26700;67200;0;False;True;False;3.9;['Rental hot spring baths for private use', 'Mountain view', 'Tokyo suburbs', 'Kanagawa', 'Hakone Onsen'];Book Seiranso Ryokan in Hakone Yugawara Onsen (Kanagawa) Open-air baths by a waterfall basin. The baths in the rooms are hot spring baths. An elegant inn situated in the mountains surrounded by nature.;(1) One hour 15 minutes by JR Limited Express from Tokyo Station to Yugawara Station, then 8 minutes by taxi (or 25 minutes by bus to Okuyugawara and 1-min walk from there) (2) 35 minutes by JR Shinkansen from Tokyo Station to Odawara Station, then 25 minutes by JR Tokaido Main Line to Yugawara Station and 8-min taxi ride from there The required times may slightly vary depending on the time of day. | (1) One hour 15 minutes by JR Limited Express from Tokyo Station to Yugawara Station, then 8 minutes by taxi (or 25 minutes by bus to Okuyugawara and 1-min walk from there) | (2) 35 minutes by JR Shinkansen from Tokyo Station to Odawara Station, then 25 minutes by JR Tokaido Main Line to Yugawara Station and 8-min taxi ride from there;35.158900080788;139.06128981107;https://selected-ryokan.com/ryokan/seiranso-ryokan_hakone_kanagawa_tokyo-suburbs.html
Ota Hanagokoro;5349 Manganji, Minamioguni-machi, Aso-gun, Kumamoto, Japan;23400;49800;4;False;False;False;3.5;['Rooms with private open-air baths', 'All rooms have hot spring baths', 'Kyushu & Okinawa Region', 'Kumamoto', 'Aso-Kurokawa Onsen', 'Oita (Oita Airport)', 'Kumamoto (Kumamoto Airport)'];Book Ota Hanagokoro in Ota Kurokawa Onsen (Kumamoto) All rooms are secluded accommodations that include hot spring baths. An inn with ten rooms where you can enjoy viewing a natural landscape.;(1) Two hours 20 minutes by bus from Fukuoka Airport to Kurokawa Onsen Bus Station, then 10 minutes by taxi (2) Two hours by bus from Kumamoto Airport to Kurokawa Onsen Bus Station, then 10 minutes by taxi (3) One hour 40 minutes by taxi from Oita Airport The required times may slightly vary depending on the time of day. | (1) Two hours 20 minutes by bus from Fukuoka Airport to Kurokawa Onsen Bus Station, then 10 minutes by taxi | (2) Two hours by bus from Kumamoto Airport to Kurokawa Onsen Bus Station, then 10 minutes by taxi | (3) One hour 40 minutes by taxi from Oita Airport;33.0802941;131.1462954;https://selected-ryokan.com/ryokan/ota-hanagokoro_aso-kurokawa_kumamoto_kyushu.html
Okuyado Buaiso;1240-61, Yufuinchotsukawara, Yufu-shi, Oita, Japan;46200;68200;1;True;True;False;4.0;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'All rooms have open-air hot spring', 'Mountain view', 'Kyushu & Okinawa Region', 'Oita', 'Yufuin Onsen', 'Oita (Oita Airport)'];Book Okuyado Buaiso in Yufuin Onsen (Oita) All rooms provide a beautiful view of the mountains of Yufu. All rooms are secluded accommodations that include open-air baths. There is a liberating open-air bath located in a spacious natural environment.;(1) 55 minutes by bus from Oita Airport to Yufuin Station, (2) one hour 40 minutes by bus from Fukuoka Airport to Yufuin Station, or (3) two hours 10 minutes by JR Limited Express from Hakata Station to Yufuin Station, then 18 minutes by taxi The required times may slightly vary depending on the time of day. | (1) 55 minutes by bus from Oita Airport to Yufuin Station, (2) one hour 40 minutes by bus from Fukuoka Airport to Yufuin Station, or (3) two hours 10 minutes by JR Limited Express from Hakata Station to Yufuin Station, then 18 minutes by taxi;33.315017630027;131.411601282382;https://selected-ryokan.com/ryokan/okuyado-buaiso_yufuin_oita_kyushu.html
Arujisu;241 Odoi, Izu-shi, Shizuoka, Japan;15700;45300;1;False;False;False;4.5;['Rooms with private open-air baths', 'All rooms have open-air hot spring', 'Sea view', 'Tokyo suburbs', 'Shizuoka', 'Izu Toi Onsen', 'Shizuoka (Mount Fuji Shizuoka Airport)'];All rooms of Arujisu in Toi Onsen (Shizuoka) offer a view of Suruga Bay, and fourteen of them have open-air hot spring baths. You can also enjoy beautiful ocean views from public open-air baths. Arujisu is a relatively economical yet great choice of accommodation in Toi Onsen.;(1) Two hours 10 minutes by JR Limited Express from Tokyo Station to Shuzenji Station, then 50 minutes by bus to Toi Onsen and 5-min shuttle bus ride from there (Advance booking required) (2) 55 minutes by JR Shinkansen from Tokyo Station to Mishima Station, then one hour 15 minutes by bus to Toi Onsen and 5-min shuttle bus ride from there (Advance booking required) (3) One hour by bus from Mount Fuji Shizuoka Airport to Shizuoka Station, 10 minutes by JR Tokaido Main Line from Shizuoka Station to Shimizu Station, 10 minutes by shuttle bus from Shimizu Station to Shimizu Port, then one hour 15 minutes by Suruga Bay Ferry to Toi Port and 8-min taxi ride from there The required times may slightly vary depending on the time of day. | (1) Two hours 10 minutes by JR Limited Express from Tokyo Station to Shuzenji Station, then 50 minutes by bus to Toi Onsen and 5-min shuttle bus ride from there (Advance booking required) | (2) 55 minutes by JR Shinkansen from Tokyo Station to Mishima Station, then one hour 15 minutes by bus to Toi Onsen and 5-min shuttle bus ride from there (Advance booking required) | (3) One hour by bus from Mount Fuji Shizuoka Airport to Shizuoka Station, 10 minutes by JR Tokaido Main Line from Shizuoka Station to Shimizu Station, 10 minutes by shuttle bus from Shimizu Station to Shimizu Port, then one hour 15 minutes by Suruga Bay Ferry to Toi Port and 8-min taxi ride from there;34.921215751637;138.785383710072;https://selected-ryokan.com/ryokan/arujisu_izu-toi_shizuoka_tokyo-suburbs.html
